datetime,open,high,low,close,volume
2026-05-04 05:00:00,310.73,312.65,310.29,311.14,382406
2026-05-04 06:00:00,304.38,306.81,302.91,304.85,438468
2026-05-04 07:00:00,302.62,304.89,298.93,302.95,199260
2026-05-04 08:00:00,304.06,308.07,303.72,304.82,171198
2026-05-04 09:00:00,303.76,306.44,303.03,304.27,84297
2026-05-04 10:00:00,301.14,306.74,300.87,303.34,53135
2026-05-04 11:00:00,303.87,301.92,299.94,301.86,137715
2026-05-04 12:00:00,301.55,304.08,301.6,301.76,139430
2026-05-04 13:00:00,300.62,301.66,292.99,300.51,157112
2026-05-04 14:00:00,300.76,303.15,296.35,300.46,324768
2026-05-04 15:00:00,305.02,307.67,304.14,304.81,89605
2026-05-04 16:00:00,301.95,302.26,301.14,301.69,499200
2026-05-04 17:00:00,300.07,303.87,300.27,300.49,67439
2026-05-04 18:00:00,299.86,301.86,295.4,301.34,332059
2026-05-04 19:00:00,295.78,299.18,294.08,296.39,426472
2026-05-04 20:00:00,294.73,295.38,291.89,294.26,142152
2026-05-04 21:00:00,287.0,291.05,285.83,287.14,248484
2026-05-04 22:00:00,284.27,283.99,283.22,283.65,428801
2026-05-04 23:00:00,290.78,291.5,287.59,290.32,122850
2026-05-05 00:00:00,287.98,290.05,284.79,289.43,178181
2026-05-05 01:00:00,287.65,290.28,288.28,288.99,347782
2026-05-05 02:00:00,291.09,294.31,286.36,290.07,54070
2026-05-05 03:00:00,292.32,300.31,292.62,294.05,376082
2026-05-05 04:00:00,296.59,295.12,291.24,294.54,365830
2026-05-05 05:00:00,293.52,295.75,292.13,294.29,122501
2026-05-05 06:00:00,292.03,293.16,288.32,291.21,297501
2026-05-05 07:00:00,290.08,290.55,287.52,290.24,221763
2026-05-05 08:00:00,288.65,293.59,285.08,287.72,422535
2026-05-05 09:00:00,288.64,288.03,285.05,287.71,145284
2026-05-05 10:00:00,288.75,292.92,288.63,289.57,60680
2026-05-05 11:00:00,294.39,293.89,291.01,292.65,306817
2026-05-05 12:00:00,288.05,293.7,286.2,287.47,306050
2026-05-05 13:00:00,285.16,287.87,282.34,285.24,393701
2026-05-05 14:00:00,283.5,287.13,282.92,283.65,379724
2026-05-05 15:00:00,282.13,287.77,282.66,283.53,195750
2026-05-05 16:00:00,285.85,287.97,283.98,285.78,468492
2026-05-05 17:00:00,292.1,296.0,290.79,291.73,331311
2026-05-05 18:00:00,287.04,291.19,286.99,287.73,529564
2026-05-05 19:00:00,282.26,290.51,281.3,282.07,206249
2026-05-05 20:00:00,288.47,290.59,288.48,289.07,428061
