datetime,open,high,low,close,volume
2026-05-04 05:00:00,4097.29,4132.55,4055.44,4095.83,493003
2026-05-04 06:00:00,4123.33,4213.12,4114.97,4145.58,429018
2026-05-04 07:00:00,4064.17,4131.76,4021.57,4058.69,121783
2026-05-04 08:00:00,4037.3,4097.97,3948.73,4030.81,290748
2026-05-04 09:00:00,4012.19,4007.53,3981.86,4002.31,519542
2026-05-04 10:00:00,4056.96,4159.53,4039.23,4058.19,186845
2026-05-04 11:00:00,4059.38,4125.9,4038.87,4078.33,399564
2026-05-04 12:00:00,4109.57,4145.71,4064.67,4124.3,487344
2026-05-04 13:00:00,4146.32,4183.83,4152.04,4155.21,242407
2026-05-04 14:00:00,4235.02,4242.91,4214.38,4228.12,318136
2026-05-04 15:00:00,4140.94,4125.87,4092.36,4124.57,103610
2026-05-04 16:00:00,4100.96,4138.11,4105.37,4111.03,337183
2026-05-04 17:00:00,4117.52,4196.84,4087.55,4128.77,269504
2026-05-04 18:00:00,4142.13,4167.46,4060.0,4109.72,133691
2026-05-04 19:00:00,4152.61,4144.1,4106.05,4128.71,379903
2026-05-04 20:00:00,4255.43,4304.13,4252.97,4255.68,115150
2026-05-04 21:00:00,4272.58,4287.86,4212.51,4238.16,137416
2026-05-04 22:00:00,4195.59,4207.93,4166.8,4202.0,219625
2026-05-04 23:00:00,4145.92,4180.69,4163.26,4166.02,355918
2026-05-05 00:00:00,4204.3,4249.47,4173.61,4213.33,1418811
2026-05-05 01:00:00,4162.13,4217.82,4155.4,4175.98,81915
2026-05-05 02:00:00,4205.56,4205.45,4179.04,4202.08,113406
2026-05-05 03:00:00,4216.62,4230.6,4169.49,4201.41,165258
2026-05-05 04:00:00,4246.82,4252.96,4204.41,4246.49,77001
2026-05-05 05:00:00,4144.2,4177.29,4135.16,4169.24,330084
2026-05-05 06:00:00,4109.64,4207.98,4115.63,4136.9,458132
2026-05-05 07:00:00,4130.89,4153.67,4076.1,4144.77,190182
2026-05-05 08:00:00,4083.29,4112.78,4080.31,4105.92,385125
2026-05-05 09:00:00,3989.38,4017.63,3989.01,3993.68,111531
2026-05-05 10:00:00,4009.74,4093.85,3957.15,3999.27,261658
2026-05-05 11:00:00,4057.5,4101.26,4039.33,4072.14,268848
2026-05-05 12:00:00,4109.13,4144.29,4076.41,4114.08,124901
2026-05-05 13:00:00,4190.2,4224.45,4166.85,4170.71,1737069
2026-05-05 14:00:00,4158.11,4138.9,4094.44,4137.31,186826
2026-05-05 15:00:00,4038.63,4038.46,4005.75,4018.56,429547
2026-05-05 16:00:00,3999.33,4040.44,3934.91,3998.7,73873
2026-05-05 17:00:00,4039.21,4076.66,3993.48,4038.51,395585
2026-05-05 18:00:00,3993.26,4045.4,3967.44,4004.34,250329
2026-05-05 19:00:00,3995.42,4032.97,3984.63,4019.18,248846
2026-05-05 20:00:00,4125.56,4109.25,4063.5,4099.74,103293
2026-05-05 21:00:00,4008.99,4147.84,4012.88,4029.84,419742
2026-05-05 22:00:00,4050.74,4058.52,4012.71,4036.35,280302
2026-05-05 23:00:00,4068.23,4108.44,4052.82,4068.64,304982
2026-05-06 00:00:00,4073.9,4111.64,4025.92,4038.43,303180
2026-05-06 01:00:00,4093.47,4133.3,4053.29,4082.94,252378
2026-05-06 02:00:00,4098.09,4136.94,4078.98,4099.1,272999
2026-05-06 03:00:00,4035.75,4097.35,3995.66,4037.64,229802
2026-05-06 04:00:00,4036.18,4101.39,3995.61,4048.44,430869
2026-05-06 05:00:00,4014.61,4030.64,3982.18,4016.68,119112
2026-05-06 06:00:00,4025.03,4016.05,3946.05,4012.36,916558
2026-05-06 07:00:00,4045.91,4028.66,4024.25,4027.7,335940
2026-05-06 08:00:00,3974.69,4072.56,3973.43,3974.93,328391
2026-05-06 09:00:00,3931.16,3955.85,3881.39,3920.92,1242247
2026-05-06 10:00:00,3902.74,3914.86,3874.28,3877.56,229897
2026-05-06 11:00:00,3889.47,3932.35,3847.45,3893.78,338522
2026-05-06 12:00:00,3915.71,3931.12,3885.96,3915.05,375832
2026-05-06 13:00:00,3906.93,3904.42,3860.11,3873.68,444274
2026-05-06 14:00:00,3923.25,3931.44,3878.71,3910.24,198101
2026-05-06 15:00:00,3877.24,3899.58,3863.84,3870.52,461348
2026-05-06 16:00:00,3961.41,3993.42,3945.72,3945.87,447088
2026-05-06 17:00:00,3845.02,3864.37,3831.9,3861.27,198602
2026-05-06 18:00:00,3833.46,3854.91,3808.34,3815.5,203410
2026-05-06 19:00:00,3789.43,3837.17,3795.44,3804.7,279856
2026-05-06 20:00:00,3775.71,3804.5,3720.89,3781.55,115834
2026-05-06 21:00:00,3791.89,3815.34,3752.05,3783.98,217283
2026-05-06 22:00:00,3804.33,3877.67,3813.49,3826.67,188826
2026-05-06 23:00:00,3800.09,3835.89,3764.8,3807.93,424185
