datetime,open,high,low,close,volume
2026-05-04 05:00:00,539.36,539.82,536.88,538.27,297235
2026-05-04 06:00:00,536.91,534.51,532.5,534.18,333252
2026-05-04 07:00:00,532.18,535.31,527.52,532.72,145810
2026-05-04 08:00:00,536.08,544.03,535.17,536.32,362707
2026-05-04 09:00:00,534.4,537.44,536.07,537.35,78885
2026-05-04 10:00:00,538.06,542.22,534.77,540.65,461604
2026-05-04 11:00:00,539.09,544.23,539.3,543.74,463347
2026-05-04 12:00:00,538.93,540.87,540.39,540.52,67874
2026-05-04 13:00:00,541.61,549.19,537.44,542.44,494636
2026-05-04 14:00:00,540.2,543.68,542.65,543.52,204804
2026-05-04 15:00:00,542.89,552.64,538.93,543.87,480058
2026-05-04 16:00:00,550.88,551.18,546.03,550.55,229799
2026-05-04 17:00:00,547.73,553.11,541.51,547.09,112686
2026-05-04 18:00:00,544.02,551.46,540.77,545.74,469228
2026-05-04 19:00:00,537.69,542.19,535.56,537.56,81226
2026-05-04 20:00:00,535.72,534.83,530.7,533.61,399810
2026-05-04 21:00:00,533.63,542.56,535.05,535.06,242107
2026-05-04 22:00:00,527.95,537.62,524.34,527.79,292569
2026-05-04 23:00:00,534.97,536.03,527.32,535.72,280057
2026-05-05 00:00:00,538.8,538.76,535.91,537.07,349900
2026-05-05 01:00:00,534.44,548.74,535.56,536.57,98384
2026-05-05 02:00:00,534.33,536.38,533.58,534.11,400773
2026-05-05 03:00:00,532.25,537.76,525.37,532.01,57275
2026-05-05 04:00:00,541.64,541.81,535.49,539.6,324512
2026-05-05 05:00:00,538.42,545.46,538.61,539.15,494520
2026-05-05 06:00:00,518.6,526.66,522.11,522.11,408271
2026-05-05 07:00:00,521.55,528.27,518.19,519.64,220590
2026-05-05 08:00:00,535.37,544.03,527.87,533.78,376575
2026-05-05 09:00:00,534.23,533.6,527.39,531.52,364028
2026-05-05 10:00:00,528.06,539.41,528.32,529.47,87983
2026-05-05 11:00:00,517.82,517.81,516.59,516.77,279172
2026-05-05 12:00:00,521.08,521.97,520.84,521.7,259758
2026-05-05 13:00:00,516.13,523.62,516.11,517.02,272460
2026-05-05 14:00:00,508.57,514.09,499.51,508.13,487491
2026-05-05 15:00:00,513.58,517.8,510.05,515.04,424477
2026-05-05 16:00:00,513.69,518.76,510.27,513.1,391576
2026-05-05 17:00:00,530.36,534.83,526.5,531.7,412918
2026-05-05 18:00:00,532.45,538.25,531.53,535.98,370318
2026-05-05 19:00:00,533.5,535.43,528.36,531.66,89761
2026-05-05 20:00:00,526.08,528.15,519.22,525.88,266244
2026-05-05 21:00:00,514.35,516.8,514.55,515.27,1341732
2026-05-05 22:00:00,517.89,520.19,511.03,518.72,377970
2026-05-05 23:00:00,512.75,514.14,508.0,512.37,351296
