datetime,open,high,low,close,volume
2026-05-04 05:00:00,5341.58,5345.06,5295.39,5327.69,52137
2026-05-04 06:00:00,5383.15,5368.53,5352.09,5359.89,443961
2026-05-04 07:00:00,5364.41,5421.16,5283.07,5345.91,467172
2026-05-04 08:00:00,5272.07,5262.91,5245.46,5254.8,94386
2026-05-04 09:00:00,5235.26,5296.15,5215.72,5244.11,158968
2026-05-04 10:00:00,5263.46,5273.08,5166.66,5238.56,451053
2026-05-04 11:00:00,5153.74,5179.22,5028.67,5138.25,387342
2026-05-04 12:00:00,5165.73,5179.38,5108.31,5164.13,311343
2026-05-04 13:00:00,5178.87,5216.37,5109.63,5144.35,287948
2026-05-04 14:00:00,5173.75,5196.4,5119.63,5174.44,483022
2026-05-04 15:00:00,5098.55,5199.26,5076.88,5123.56,71145
2026-05-04 16:00:00,5226.97,5223.3,5178.32,5214.33,487877
2026-05-04 17:00:00,5213.24,5266.01,5138.69,5219.18,454067
2026-05-04 18:00:00,5110.78,5130.72,5100.64,5125.34,305305
2026-05-04 19:00:00,5085.62,5088.09,5076.09,5083.94,164560
2026-05-04 20:00:00,5044.52,5079.83,5002.51,5047.24,320307
2026-05-04 21:00:00,5057.76,5080.43,5042.99,5079.73,69207
2026-05-04 22:00:00,5087.4,5088.96,5000.06,5072.41,480259
2026-05-04 23:00:00,5075.31,5130.52,5082.75,5091.47,447792
2026-05-05 00:00:00,5008.96,5050.34,4989.23,5016.31,687690
2026-05-05 01:00:00,5057.58,5153.71,4976.06,5072.81,282208
2026-05-05 02:00:00,5090.64,5130.5,5023.42,5086.51,395827
2026-05-05 03:00:00,5024.71,5050.4,4998.86,5050.01,282381
2026-05-05 04:00:00,5131.72,5159.45,5021.28,5140.83,258044
2026-05-05 05:00:00,5149.91,5198.67,5130.54,5176.91,396572
2026-05-05 06:00:00,5181.79,5206.92,5152.4,5177.49,360569
2026-05-05 07:00:00,5164.63,5249.54,5160.4,5180.85,110530
2026-05-05 08:00:00,5156.45,5159.2,5149.0,5153.93,261220
2026-05-05 09:00:00,5241.92,5223.0,5190.34,5206.58,214132
2026-05-05 10:00:00,5260.04,5277.94,5202.65,5258.9,279626
2026-05-05 11:00:00,5175.11,5228.55,5177.68,5184.23,157422
2026-05-05 12:00:00,5265.71,5307.0,5248.32,5282.13,410467
2026-05-05 13:00:00,5257.61,5244.36,5231.91,5241.92,479198
2026-05-05 14:00:00,5188.04,5233.0,5182.56,5197.95,195745
2026-05-05 15:00:00,5246.39,5355.12,5221.6,5243.08,99175
2026-05-05 16:00:00,5276.22,5280.79,5212.63,5259.04,243414
2026-05-05 17:00:00,5248.27,5320.49,5214.25,5242.78,137871
2026-05-05 18:00:00,5258.37,5274.17,5207.89,5260.13,50509
2026-05-05 19:00:00,5232.64,5299.83,5188.69,5234.56,241477
2026-05-05 20:00:00,5242.46,5304.61,5224.15,5263.22,70101
2026-05-05 21:00:00,5245.66,5268.98,5104.05,5236.43,1035718
2026-05-05 22:00:00,5262.3,5358.46,5234.08,5293.04,102124
2026-05-05 23:00:00,5372.11,5422.71,5293.67,5369.88,127689
2026-05-06 00:00:00,5414.62,5535.39,5427.89,5430.38,258294
2026-05-06 01:00:00,5527.77,5614.07,5496.33,5508.34,93121
